porosity,k_i,k_j,k_k,X,Y,Z
3.50E-05,2.91E-15,4.71E-15,3.29E-15,375,265,555
2.80E-05,1.67E-15,2.33E-15,2.01E-15,385,265,555
2.42E-05,1.12E-15,8.65E-16,1.35E-15,395,265,555
2.32E-05,8.07E-16,8.13E-16,1.02E-15,405,265,555
2.31E-05,7.49E-16,8.14E-16,9.59E-16,415,265,555
2.86E-05,2.52E-15,1.10E-15,2.81E-15,425,265,555
3.60E-05,3.25E-15,3.00E-15,5.35E-15,435,265,555
2.75E-05,1.63E-15,1.54E-15,2.47E-15,445,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,455,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,555
3.00E-05,1.06E-15,2.95E-15,3.38E-15,475,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,485,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,555
2.43E-05,8.79E-16,1.16E-15,1.37E-15,515,265,555
2.61E-05,1.60E-15,1.08E-15,1.96E-15,525,265,555
3.00E-05,2.98E-15,1.17E-15,3.29E-15,535,265,555
3.17E-05,2.57E-15,2.25E-15,3.79E-15,545,265,555
2.65E-05,1.26E-15,1.84E-15,1.83E-15,555,265,555
2.51E-05,1.17E-15,1.50E-15,1.30E-15,565,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,555
3.01E-05,2.19E-15,3.14E-15,2.15E-15,585,265,555
3.48E-05,3.16E-15,4.70E-15,2.95E-15,595,265,555
2.61E-05,1.72E-15,9.64E-16,1.98E-15,5,265,565
2.30E-05,7.34E-16,8.01E-16,9.44E-16,15,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,565
2.72E-05,9.30E-16,2.09E-15,2.41E-15,35,265,565
2.33E-05,7.98E-16,9.09E-16,9.96E-16,45,265,565
2.59E-05,8.69E-16,1.68E-15,1.94E-15,55,265,565
2.88E-05,1.34E-15,2.63E-15,2.60E-15,65,265,565
2.55E-05,1.24E-15,1.62E-15,1.37E-15,75,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,565
2.49E-05,1.32E-15,8.98E-16,1.56E-15,95,265,565
3.24E-05,3.72E-15,1.33E-15,4.06E-15,105,265,565
3.83E-05,4.67E-15,3.91E-15,4.69E-15,115,265,565
2.86E-05,2.35E-15,1.51E-15,2.57E-15,125,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,135,265,565
2.46E-05,1.22E-15,8.82E-16,1.46E-15,145,265,565
2.31E-05,7.54E-16,8.38E-16,9.60E-16,155,265,565
2.90E-05,1.96E-15,2.77E-15,1.96E-15,165,265,565
2.57E-05,1.05E-15,1.66E-15,1.67E-15,175,265,565
2.58E-05,1.30E-15,1.72E-15,1.41E-15,185,265,565
3.84E-05,3.16E-15,5.44E-15,4.74E-15,195,265,565
3.18E-05,2.52E-15,3.69E-15,2.46E-15,205,265,565
2.39E-05,9.05E-16,1.08E-15,1.08E-15,215,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,565
2.46E-05,1.22E-15,9.12E-16,1.44E-15,265,265,565
3.15E-05,3.45E-15,1.25E-15,3.78E-15,275,265,565
4.46E-05,6.00E-15,3.65E-15,8.06E-15,285,265,565
3.04E-05,3.09E-15,1.20E-15,3.42E-15,295,265,565
2.78E-05,1.33E-15,2.04E-15,2.50E-15,305,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,345,265,565
2.31E-05,7.49E-16,8.32E-16,9.59E-16,355,265,565
2.34E-05,8.48E-16,8.20E-16,1.06E-15,365,265,565
3.51E-05,3.32E-15,2.97E-15,4.70E-15,375,265,565
4.12E-05,4.76E-15,4.76E-15,5.75E-15,385,265,565
2.78E-05,2.24E-15,1.07E-15,2.51E-15,395,265,565
2.39E-05,1.02E-15,8.47E-16,1.24E-15,405,265,565
2.49E-05,1.33E-15,8.99E-16,1.56E-15,415,265,565
2.37E-05,9.48E-16,8.36E-16,1.17E-15,425,265,565
2.78E-05,1.35E-15,1.91E-15,2.59E-15,435,265,565
2.68E-05,1.24E-15,1.67E-15,2.26E-15,445,265,565
2.31E-05,7.68E-16,8.06E-16,9.79E-16,455,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,565
2.79E-05,1.07E-15,2.22E-15,2.66E-15,475,265,565
2.57E-05,1.61E-15,9.45E-16,1.85E-15,485,265,565
2.34E-05,8.48E-16,8.20E-16,1.06E-15,495,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,565
2.31E-05,7.52E-16,8.04E-16,9.63E-16,515,265,565
2.97E-05,2.87E-15,1.15E-15,3.18E-15,525,265,565
3.00E-05,2.98E-15,1.17E-15,3.29E-15,535,265,565
3.03E-05,2.55E-15,1.73E-15,3.35E-15,545,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,565
2.34E-05,8.06E-16,9.21E-16,1.00E-15,565,265,565
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,565
2.30E-05,7.33E-16,8.05E-16,9.42E-16,585,265,565
3.44E-05,2.80E-15,4.50E-15,3.17E-15,595,265,565
3.00E-05,2.98E-15,1.17E-15,3.29E-15,5,265,575
2.52E-05,1.43E-15,9.16E-16,1.67E-15,15,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,35,265,575
2.43E-05,1.00E-15,1.24E-15,1.17E-15,45,265,575
2.47E-05,8.09E-16,1.31E-15,1.52E-15,55,265,575
2.83E-05,9.83E-16,2.43E-15,2.80E-15,65,265,575
3.20E-05,2.58E-15,3.78E-15,2.48E-15,75,265,575
3.28E-05,2.75E-15,4.04E-15,2.62E-15,85,265,575
3.85E-05,4.80E-15,3.72E-15,4.85E-15,95,265,575
3.95E-05,5.32E-15,3.10E-15,5.66E-15,105,265,575
3.19E-05,3.57E-15,1.28E-15,3.91E-15,115,265,575
3.13E-05,2.51E-15,3.32E-15,2.46E-15,125,265,575
2.96E-05,2.29E-15,2.47E-15,2.36E-15,135,265,575
3.00E-05,2.46E-15,2.38E-15,2.56E-15,145,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,155,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,575
2.62E-05,1.39E-15,1.87E-15,1.49E-15,175,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,185,265,575
2.46E-05,9.28E-16,1.26E-15,1.44E-15,195,265,575
2.32E-05,7.65E-16,8.56E-16,9.69E-16,205,265,575
3.12E-05,2.41E-15,3.49E-15,2.33E-15,215,265,575
2.47E-05,1.08E-15,1.36E-15,1.23E-15,225,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,575
2.47E-05,1.28E-15,8.90E-16,1.51E-15,265,265,575
3.79E-05,5.20E-15,1.88E-15,5.89E-15,275,265,575
4.37E-05,6.62E-15,2.63E-15,7.80E-15,285,265,575
2.96E-05,2.19E-15,1.81E-15,3.09E-15,295,265,575
2.77E-05,1.25E-15,2.08E-15,2.46E-15,305,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,345,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,355,265,575
2.63E-05,1.80E-15,9.77E-16,2.06E-15,365,265,575
3.22E-05,3.08E-15,1.82E-15,4.02E-15,375,265,575
3.71E-05,3.76E-15,3.08E-15,5.52E-15,385,265,575
3.48E-05,3.76E-15,3.18E-15,3.83E-15,395,265,575
2.85E-05,2.31E-15,1.50E-15,2.53E-15,405,265,575
2.62E-05,1.76E-15,9.71E-16,2.02E-15,415,265,575
2.97E-05,2.85E-15,1.15E-15,3.16E-15,425,265,575
2.89E-05,2.20E-15,1.47E-15,2.91E-15,435,265,575
2.98E-05,2.91E-15,1.16E-15,3.22E-15,445,265,575
2.47E-05,1.29E-15,8.92E-16,1.52E-15,455,265,575
2.31E-05,7.40E-16,8.16E-16,9.62E-16,465,265,575
2.90E-05,2.37E-15,1.39E-15,2.91E-15,475,265,575
3.00E-05,2.98E-15,1.17E-15,3.29E-15,485,265,575
2.66E-05,1.88E-15,9.90E-16,2.14E-15,495,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,575
2.31E-05,7.33E-16,8.19E-16,9.61E-16,515,265,575
2.68E-05,1.73E-15,1.19E-15,2.21E-15,525,265,575
2.76E-05,2.21E-15,1.04E-15,2.49E-15,535,265,575
2.37E-05,9.43E-16,8.35E-16,1.16E-15,545,265,575
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,575
2.32E-05,7.68E-16,8.61E-16,9.72E-16,565,265,575
2.30E-05,7.32E-16,8.00E-16,9.42E-16,575,265,575
2.31E-05,7.70E-16,8.07E-16,9.82E-16,585,265,575
2.87E-05,1.00E-15,2.56E-15,2.94E-15,595,265,575
2.90E-05,2.53E-15,1.38E-15,2.78E-15,5,265,585
2.32E-05,7.86E-16,8.68E-16,9.90E-16,15,265,585
2.31E-05,7.37E-16,8.43E-16,9.89E-16,25,265,585
2.31E-05,7.58E-16,8.45E-16,9.63E-16,35,265,585
2.86E-05,1.87E-15,2.63E-15,1.89E-15,45,265,585
2.78E-05,1.69E-15,2.38E-15,1.79E-15,55,265,585
2.70E-05,9.20E-16,2.03E-15,2.34E-15,65,265,585
2.30E-05,7.37E-16,8.12E-16,9.46E-16,75,265,585
3.33E-05,3.20E-15,3.33E-15,3.20E-15,85,265,585
3.78E-05,4.57E-15,3.72E-15,4.60E-15,95,265,585
3.77E-05,4.25E-15,3.59E-15,4.96E-15,105,265,585
3.41E-05,3.44E-15,3.37E-15,3.45E-15,115,265,585
2.34E-05,8.12E-16,9.32E-16,1.01E-15,125,265,585
3.17E-05,2.77E-15,3.07E-15,2.79E-15,135,265,585
3.12E-05,2.43E-15,3.49E-15,2.35E-15,145,265,585
2.82E-05,1.80E-15,2.52E-15,1.83E-15,155,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,585
2.39E-05,9.05E-16,1.08E-15,1.09E-15,175,265,585
2.67E-05,1.49E-15,2.02E-15,1.57E-15,185,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,205,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,215,265,585
3.03E-05,2.23E-15,3.21E-15,2.19E-15,225,265,585
2.57E-05,1.29E-15,1.70E-15,1.40E-15,235,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,585
2.38E-05,9.98E-16,8.44E-16,1.22E-15,265,265,585
3.66E-05,5.06E-15,1.52E-15,5.46E-15,275,265,585
3.44E-05,4.35E-15,1.40E-15,4.72E-15,285,265,585
2.83E-05,2.13E-15,1.38E-15,2.68E-15,295,265,585
2.35E-05,7.83E-16,9.30E-16,1.09E-15,305,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,345,265,585
2.33E-05,8.37E-16,8.18E-16,1.05E-15,355,265,585
2.95E-05,2.80E-15,1.14E-15,3.10E-15,365,265,585
3.03E-05,2.92E-15,1.30E-15,3.37E-15,375,265,585
3.50E-05,2.79E-15,3.09E-15,5.05E-15,385,265,585
3.23E-05,3.49E-15,1.80E-15,3.74E-15,395,265,585
3.69E-05,4.39E-15,3.40E-15,4.47E-15,405,265,585
3.48E-05,4.16E-15,2.25E-15,4.39E-15,415,265,585
3.05E-05,3.11E-15,1.19E-15,3.43E-15,425,265,585
3.72E-05,4.12E-15,2.98E-15,5.39E-15,435,265,585
3.35E-05,3.63E-15,2.30E-15,3.92E-15,445,265,585
2.66E-05,1.88E-15,9.90E-16,2.14E-15,455,265,585
2.62E-05,1.09E-15,1.65E-15,1.96E-15,465,265,585
3.03E-05,2.67E-15,1.59E-15,3.35E-15,475,265,585
3.00E-05,2.98E-15,1.17E-15,3.29E-15,485,265,585
2.50E-05,1.37E-15,9.06E-16,1.61E-15,495,265,585
2.34E-05,8.26E-16,9.30E-16,1.02E-15,505,265,585
3.12E-05,2.56E-15,3.13E-15,2.54E-15,515,265,585
2.68E-05,9.12E-16,1.98E-15,2.28E-15,525,265,585
2.31E-05,7.61E-16,8.49E-16,9.65E-16,535,265,585
2.30E-05,7.30E-16,8.00E-16,9.40E-16,545,265,585
2.64E-05,1.60E-15,1.48E-15,1.77E-15,555,265,585
2.92E-05,2.71E-15,1.14E-15,3.00E-15,565,265,585
2.89E-05,2.59E-15,1.19E-15,2.87E-15,575,265,585
2.31E-05,7.59E-16,8.05E-16,9.70E-16,585,265,585
2.66E-05,9.02E-16,1.91E-15,2.20E-15,595,265,585
2.36E-05,9.07E-16,8.32E-16,1.13E-15,5,265,595
2.42E-05,8.98E-16,1.18E-15,1.23E-15,15,265,595
2.60E-05,8.75E-16,1.74E-15,2.01E-15,25,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,35,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,595
2.72E-05,1.58E-15,2.17E-15,1.65E-15,55,265,595
2.30E-05,7.34E-16,8.06E-16,9.43E-16,65,265,595
2.46E-05,1.23E-15,8.83E-16,1.46E-15,75,265,595
3.18E-05,3.32E-15,1.79E-15,3.56E-15,85,265,595
4.26E-05,5.54E-15,5.30E-15,5.42E-15,95,265,595
3.43E-05,3.64E-15,3.03E-15,3.78E-15,105,265,595
2.32E-05,7.88E-16,8.35E-16,9.97E-16,115,265,595
2.37E-05,8.69E-16,1.02E-15,1.06E-15,125,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,135,265,595
2.85E-05,1.86E-15,2.61E-15,1.88E-15,145,265,595
2.85E-05,1.85E-15,2.60E-15,1.87E-15,155,265,595
2.31E-05,7.42E-16,8.19E-16,9.50E-16,165,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,175,265,595
2.53E-05,1.21E-15,1.57E-15,1.34E-15,185,265,595
2.57E-05,1.28E-15,1.68E-15,1.39E-15,195,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,205,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,215,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,595
2.93E-05,2.02E-15,2.88E-15,2.01E-15,235,265,595
2.67E-05,1.50E-15,2.03E-15,1.58E-15,245,265,595
2.31E-05,7.53E-16,8.04E-16,9.64E-16,255,265,595
3.22E-05,3.66E-15,1.28E-15,4.00E-15,265,265,595
3.76E-05,5.39E-15,1.57E-15,5.80E-15,275,265,595
3.11E-05,3.30E-15,1.22E-15,3.62E-15,285,265,595
2.58E-05,1.62E-15,9.47E-16,1.87E-15,295,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,305,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,595
2.59E-05,1.06E-15,1.60E-15,1.89E-15,345,265,595
2.38E-05,9.53E-16,8.60E-16,1.19E-15,355,265,595
2.96E-05,2.83E-15,1.15E-15,3.13E-15,365,265,595
2.58E-05,1.62E-15,9.47E-16,1.87E-15,375,265,595
3.03E-05,1.18E-15,2.97E-15,3.50E-15,385,265,595
2.82E-05,2.25E-15,1.45E-15,2.47E-15,395,265,595
3.83E-05,4.66E-15,3.88E-15,4.69E-15,405,265,595
3.28E-05,3.35E-15,2.53E-15,3.48E-15,415,265,595
2.99E-05,2.88E-15,1.23E-15,3.24E-15,425,265,595
3.29E-05,3.76E-15,1.52E-15,4.17E-15,435,265,595
3.68E-05,4.36E-15,3.40E-15,4.43E-15,445,265,595
2.94E-05,2.28E-15,2.28E-15,2.38E-15,455,265,595
2.63E-05,1.10E-15,1.71E-15,2.02E-15,465,265,595
2.47E-05,1.12E-15,1.25E-15,1.30E-15,475,265,595
2.99E-05,2.20E-15,2.93E-15,2.20E-15,485,265,595
2.30E-05,7.33E-16,8.04E-16,9.43E-16,495,265,595
2.61E-05,1.73E-15,9.65E-16,1.98E-15,505,265,595
3.22E-05,3.42E-15,1.88E-15,3.65E-15,515,265,595
3.39E-05,3.01E-15,3.82E-15,3.31E-15,525,265,595
3.06E-05,2.28E-15,3.29E-15,2.22E-15,535,265,595
2.51E-05,1.17E-15,1.50E-15,1.30E-15,545,265,595
3.18E-05,3.06E-15,2.45E-15,3.19E-15,555,265,595
3.57E-05,4.13E-15,3.03E-15,4.25E-15,565,265,595
2.74E-05,2.14E-15,1.03E-15,2.42E-15,575,265,595
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,595
2.31E-05,7.46E-16,8.40E-16,9.88E-16,595,265,595
